2022-10-06 16:56:18.418404;3;20
2022-10-06 16:56:23.430516;3;28
2022-10-06 16:56:28.443370;3;33
2022-10-06 16:56:33.452365;3;35
2022-10-06 16:56:38.462930;3;21
2022-10-06 16:56:43.466518;3;10
2022-10-06 16:56:48.469339;3;35
2022-10-06 16:56:53.479026;3;31
2022-10-06 16:56:58.492339;3;33
2022-10-06 16:57:03.496318;3;1
2022-10-06 16:57:08.510850;3;38
2022-10-07 00:18:17.131653;3;39
2022-10-07 00:18:22.135853;3;20
2022-10-07 00:18:27.150195;3;24
2022-10-07 00:18:32.161759;3;17
2022-10-07 00:18:37.164710;3;33
2022-10-07 00:18:42.165931;3;8
2022-10-07 00:18:47.178931;3;9
2022-10-07 00:18:52.182790;3;12
2022-10-07 00:18:57.197678;3;23
2022-10-07 00:19:02.210207;3;2
2022-10-07 00:19:07.217931;3;13
2022-10-07 00:19:12.223794;3;37
2022-10-07 00:19:17.231344;3;33
2022-10-07 00:19:22.236707;3;29
2022-10-07 00:19:27.250718;3;1
2022-10-07 00:19:32.267801;3;4
